year,time_hour,dep_delay,arr_delay,origin,dest,tailnum,carrier
2013,2013-10-18T12:00:00Z,-5,-28,JFK,SJU,N536JB,B6
2013,2013-02-04T19:00:00Z,18,4,LGA,FLL,N603JB,B6
2013,2013-04-04T00:00:00Z,5,-4,JFK,DCA,N906XJ,9E
2013,2013-02-15T17:00:00Z,3,-10,LGA,DFW,N558AA,AA
2013,2013-12-10T19:00:00Z,-1,8,LGA,CMH,N834MQ,MQ
2013,2013-06-13T23:00:00Z,13,14,JFK,ORD,N914XJ,9E
2013,2013-04-13T23:00:00Z,72,82,JFK,CMH,N508MQ,MQ
2013,2013-09-13T01:00:00Z,22,54,EWR,BOS,N839UA,UA
2013,2013-11-26T21:00:00Z,3,-4,JFK,SJU,N5EPAA,AA
2013,2013-07-25T23:00:00Z,-11,-23,LGA,ORD,N585AA,AA
2013,2013-04-27T13:00:00Z,-5,11,LGA,CLT,N730US,US
2013,2013-01-12T15:00:00Z,-3,-2,EWR,CLT,N117UW,US
2013,2013-01-30T01:00:00Z,6,4,EWR,CVG,N14902,EV
2013,2013-06-04T13:00:00Z,-6,44,EWR,DEN,N41140,UA
2013,2013-03-14T17:00:00Z,0,-10,EWR,BDL,N13994,EV
2013,2013-05-01T23:00:00Z,0,-3,EWR,SAN,N37267,UA
2013,2013-08-10T22:00:00Z,-3,-5,JFK,BWI,N933MQ,MQ
2013,2013-02-22T11:00:00Z,31,47,EWR,IND,N33182,EV
2013,2013-11-13T01:00:00Z,90,75,EWR,MKE,N16963,EV
2013,2013-07-17T13:00:00Z,-5,-2,JFK,SYR,N354JB,B6
2013,2013-05-18T14:00:00Z,1,-19,JFK,LAS,N385DN,DL
2013,2013-08-05T14:00:00Z,2,0,JFK,LAS,N3746H,DL
2013,2013-06-28T20:00:00Z,3,2,EWR,SAT,N477UA,UA
2013,2013-04-21T17:00:00Z,9,1,EWR,BDL,N15572,EV
2013,2013-12-18T12:00:00Z,-3,-5,EWR,ORD,N464UA,UA
2013,2013-11-06T13:00:00Z,-3,-3,JFK,SFO,N827JB,B6
2013,2013-04-28T21:00:00Z,1,-8,JFK,ROC,N561JB,B6
2013,2013-07-27T00:00:00Z,1,3,LGA,PIT,N904DE,DL
2013,2013-12-05T22:00:00Z,-9,9,EWR,LAX,N623VA,VX
2013,2013-06-09T23:00:00Z,63,51,EWR,DSM,N12201,EV
2013,2013-02-26T02:00:00Z,25,27,JFK,MCO,N796JB,B6
2013,2013-07-09T21:00:00Z,23,59,EWR,LAX,N37422,UA
2013,2013-05-28T20:00:00Z,-3,14,JFK,PHX,N523UW,US
2013,2013-08-05T12:00:00Z,-1,-20,EWR,MCO,N413UA,UA
2013,2013-05-03T22:00:00Z,-3,-17,EWR,DFW,N24702,UA
2013,2013-06-18T10:00:00Z,-7,-9,LGA,MEM,N325NB,DL
2013,2013-04-26T01:00:00Z,80,63,EWR,BOS,N447UA,UA
2013,2013-01-17T22:00:00Z,0,2,JFK,AUS,N3ERAA,AA
2013,2013-02-22T01:00:00Z,10,53,EWR,CVG,N14573,EV
2013,2013-06-06T22:00:00Z,-4,-22,LGA,ORD,N4YDAA,AA
2013,2013-06-20T16:00:00Z,21,5,LGA,ATL,N687DL,DL
2013,2013-08-29T18:00:00Z,-7,-10,EWR,MSN,N13913,EV
2013,2013-11-29T11:00:00Z,-3,-20,JFK,ATL,N3735D,DL
2013,2013-05-10T16:00:00Z,-5,-7,LGA,BOS,N950UW,US
2013,2013-05-25T10:00:00Z,-2,-11,EWR,CLE,N14920,EV
2013,2013-10-02T19:00:00Z,84,74,EWR,ORD,N506MQ,MQ
2013,2013-05-27T12:00:00Z,-5,-20,JFK,BUF,N294JB,B6
2013,2013-01-01T14:00:00Z,6,-7,EWR,MIA,N38403,UA
2013,2013-02-08T11:00:00Z,181,178,LGA,DEN,N479UA,UA
2013,2013-02-28T15:00:00Z,-10,-20,EWR,IND,N11536,EV
2013,2013-11-28T00:00:00Z,223,206,EWR,BNA,N13913,EV
2013,2013-07-16T20:00:00Z,27,8,JFK,LAX,N638VA,VX
2013,2013-03-29T14:00:00Z,-8,-35,JFK,SFO,N386AA,AA
2013,2013-04-12T21:00:00Z,121,105,JFK,ROC,N570JB,B6
2013,2013-01-23T23:00:00Z,-9,-21,JFK,RIC,N8847A,9E
2013,2013-03-05T14:00:00Z,-7,-26,EWR,DFW,N4XFAA,AA
2013,2013-10-13T19:00:00Z,49,39,EWR,FLL,N37466,UA
2013,2013-04-25T11:00:00Z,-1,-1,JFK,LAX,N327AA,AA
2013,2013-05-21T15:00:00Z,31,13,LGA,PIT,N754EV,EV
2013,2013-11-16T15:00:00Z,-7,27,LGA,MSP,N910DL,DL
2013,2013-10-09T15:00:00Z,-2,17,LGA,CLT,N190UW,US
2013,2013-12-09T13:00:00Z,-9,-8,EWR,RSW,N562JB,B6
2013,2013-12-03T00:00:00Z,-2,-21,EWR,ATL,N309US,DL
2013,2013-12-31T18:00:00Z,5,3,EWR,SFO,N37281,UA
2013,2013-08-16T12:00:00Z,62,53,EWR,CMH,N13988,EV
2013,2013-06-10T10:00:00Z,-8,-14,EWR,GSP,N14902,EV
2013,2013-07-15T14:00:00Z,25,51,LGA,MSP,N395DN,DL
2013,2013-07-17T17:00:00Z,0,-3,JFK,ATL,N323NB,DL
2013,2013-04-25T09:00:00Z,-4,-4,JFK,SJU,N640JB,B6
2013,2013-12-31T20:00:00Z,-3,-13,LGA,ATL,N510MQ,MQ
2013,2013-04-21T17:00:00Z,-5,15,LGA,SRQ,N536JB,B6
2013,2013-12-30T13:00:00Z,0,12,JFK,SFO,N828JB,B6
2013,2013-03-22T10:00:00Z,-5,-25,LGA,ORD,N3JTAA,AA
2013,2013-11-17T18:00:00Z,0,-5,LGA,CLT,N9EAMQ,MQ
2013,2013-04-26T17:00:00Z,24,53,LGA,FLL,N703JB,B6
2013,2013-12-10T19:00:00Z,53,64,EWR,LAX,N24202,UA
2013,2013-06-24T12:00:00Z,-5,20,JFK,SFO,N502UA,UA
2013,2013-08-10T22:00:00Z,2,-3,EWR,MDW,N254WN,WN
2013,2013-10-12T12:00:00Z,-6,-30,LGA,CLT,N769US,US
2013,2013-03-11T12:00:00Z,-6,-29,JFK,SJU,N5FKAA,AA
2013,2013-08-27T20:00:00Z,5,7,LGA,MSP,N986DL,DL
2013,2013-02-08T13:00:00Z,60,72,LGA,BNA,N525MQ,MQ
2013,2013-06-14T11:00:00Z,-5,-10,JFK,SFO,N634VA,VX
2013,2013-10-06T00:00:00Z,14,2,JFK,BOS,N930XJ,9E
2013,2013-02-19T02:00:00Z,-7,-22,LGA,DCA,N768US,US
2013,2013-07-11T15:00:00Z,-7,-16,EWR,DTW,N678CA,EV
2013,2013-05-14T13:00:00Z,-5,-12,JFK,ROC,N328JB,B6
2013,2013-03-22T11:00:00Z,4,-1,EWR,IAH,N37468,UA
2013,2013-09-13T01:00:00Z,NA,NA,EWR,MHT,N13949,EV
2013,2013-12-29T20:00:00Z,17,49,JFK,SJU,N3754A,DL
2013,2013-03-29T20:00:00Z,-4,-6,JFK,MIA,N373NW,DL
2013,2013-07-05T20:00:00Z,31,1,JFK,MCO,N658JB,B6
2013,2013-12-04T15:00:00Z,15,25,EWR,SFO,N640VA,VX
2013,2013-11-01T14:00:00Z,11,18,JFK,TPA,N566JB,B6
2013,2013-08-12T21:00:00Z,51,46,LGA,RDU,N520MQ,MQ
2013,2013-07-24T18:00:00Z,10,-25,LGA,MIA,N3BPAA,AA
2013,2013-12-12T17:00:00Z,19,20,EWR,CMH,N13538,EV
2013,2013-01-11T15:00:00Z,-4,-11,EWR,ATL,N346NB,DL
2013,2013-10-14T22:00:00Z,3,-23,LGA,IAH,N33714,UA
2013,2013-06-09T17:00:00Z,29,15,EWR,PHX,N232WN,WN
2013,2013-12-22T12:00:00Z,13,-14,EWR,SFO,N410UA,UA
2013,2013-06-24T21:00:00Z,53,36,EWR,DEN,N37408,UA
2013,2013-06-03T01:00:00Z,41,23,LGA,CLT,N531MQ,MQ
2013,2013-09-19T22:00:00Z,61,61,LGA,MKE,N926XJ,9E
2013,2013-02-15T01:00:00Z,-1,9,JFK,JAX,N339JB,B6
2013,2013-10-08T14:00:00Z,-2,6,JFK,TPA,N564JB,B6
2013,2013-09-26T12:00:00Z,-4,-6,JFK,BOS,N3EYAA,AA
2013,2013-10-20T00:00:00Z,0,3,JFK,LAX,N834JB,B6
2013,2013-02-16T14:00:00Z,8,14,EWR,SJU,N552JB,B6
2013,2013-05-02T16:00:00Z,-4,-5,JFK,BTV,N179JB,B6
2013,2013-09-09T21:00:00Z,-1,-17,JFK,OAK,N625JB,B6
2013,2013-06-27T11:00:00Z,-4,0,JFK,CHS,N294JB,B6
2013,2013-08-31T21:00:00Z,18,36,LGA,CLT,N172US,US
2013,2013-09-13T22:00:00Z,-6,-25,EWR,MSY,N785SW,WN
2013,2013-03-14T17:00:00Z,-6,-17,LGA,CMH,N717MQ,MQ
2013,2013-09-06T23:00:00Z,-10,-35,LGA,DSM,N927XJ,9E
2013,2013-06-07T23:00:00Z,178,166,JFK,JAX,N916XJ,9E
2013,2013-04-23T12:00:00Z,-4,-13,JFK,TPA,N307DQ,DL
2013,2013-01-18T22:00:00Z,-5,-35,EWR,LAX,N820UA,UA
2013,2013-01-18T22:00:00Z,80,80,EWR,MIA,N5CRAA,AA
2013,2013-01-29T22:00:00Z,-10,-15,EWR,IAH,N17104,UA
2013,2013-10-14T13:00:00Z,-6,-14,LGA,SAV,N713EV,EV
2013,2013-02-13T21:00:00Z,12,18,JFK,RSW,N337JB,B6
2013,2013-05-13T14:00:00Z,-5,-15,EWR,DTW,N922XJ,9E
2013,2013-10-16T12:00:00Z,-5,0,JFK,BOS,N3DUAA,AA
2013,2013-06-10T15:00:00Z,3,-17,LGA,PBI,N3735D,DL
2013,2013-10-11T16:00:00Z,20,12,EWR,FLL,N556JB,B6
2013,2013-10-09T21:00:00Z,-4,-19,LGA,DEN,N263AV,F9
2013,2013-10-28T18:00:00Z,-2,-19,JFK,BOS,N318US,DL
2013,2013-05-27T21:00:00Z,28,6,LGA,MCO,N661JB,B6
2013,2013-02-15T01:00:00Z,-6,-26,LGA,ORD,N4XFAA,AA
2013,2013-05-17T15:00:00Z,9,15,LGA,DFW,N3AKAA,AA
2013,2013-09-30T10:00:00Z,-7,-29,EWR,CLT,N127UW,US
2013,2013-01-18T13:00:00Z,0,-11,JFK,MIA,N352NW,DL
2013,2013-02-14T23:00:00Z,-8,-25,LGA,MSP,N546MQ,MQ
2013,2013-04-25T10:00:00Z,-5,5,JFK,CLT,N708UW,US
2013,2013-11-15T23:00:00Z,-2,-7,EWR,TPA,N535UA,UA
2013,2013-04-17T17:00:00Z,-5,-22,EWR,SJU,N14704,UA
2013,2013-11-09T12:00:00Z,-3,-6,EWR,SEA,N402AS,AS
2013,2013-07-30T17:00:00Z,-1,-28,EWR,IAH,N37253,UA
2013,2013-06-03T12:00:00Z,-2,-12,LGA,DEN,N343NW,DL
2013,2013-02-21T01:00:00Z,61,64,EWR,OMA,N14179,EV
2013,2013-12-03T21:00:00Z,23,53,LGA,DEN,N421LV,WN
2013,2013-01-13T20:00:00Z,0,-17,EWR,ATL,N397DA,DL
2013,2013-01-10T23:00:00Z,-1,33,EWR,MSP,N761ND,EV
2013,2013-04-15T22:00:00Z,-11,-25,LGA,BNA,N721MQ,MQ
2013,2013-09-23T22:00:00Z,-2,-37,JFK,MIA,N906DL,DL
2013,2013-11-12T19:00:00Z,24,45,LGA,FLL,N503JB,B6
2013,2013-04-15T12:00:00Z,-15,-1,LGA,ATL,N922AT,FL
2013,2013-02-07T18:00:00Z,3,2,LGA,MDW,N729SW,WN
2013,2013-09-22T03:00:00Z,9,0,JFK,PSE,N579JB,B6
2013,2013-02-23T13:00:00Z,1,21,JFK,TPA,N247JB,B6
2013,2013-04-16T10:00:00Z,17,14,LGA,MKE,N269WN,WN
2013,2013-06-13T20:00:00Z,56,43,EWR,DTW,N695CA,EV
2013,2013-09-04T00:00:00Z,-6,-27,EWR,STL,N13955,EV
2013,2013-05-30T16:00:00Z,-4,-12,LGA,DCA,N712US,US
2013,2013-01-11T14:00:00Z,-3,-22,EWR,SJU,N583JB,B6
2013,2013-06-19T12:00:00Z,-8,-20,JFK,LAX,N597UA,UA
2013,2013-04-24T15:00:00Z,-12,7,JFK,LAX,N502UA,UA
2013,2013-09-04T15:00:00Z,2,-23,LGA,SRQ,N934XJ,9E
2013,2013-03-15T17:00:00Z,7,48,EWR,HNL,N76065,UA
2013,2013-05-08T14:00:00Z,35,27,EWR,BNA,N14558,EV
2013,2013-03-31T23:00:00Z,-2,9,EWR,SFO,N33132,UA
2013,2013-04-28T20:00:00Z,-1,-9,LGA,DTW,N725MQ,MQ
2013,2013-02-17T22:00:00Z,-5,-3,JFK,SAN,N37700,DL
2013,2013-03-14T22:00:00Z,-2,-22,JFK,SFO,N502UA,UA
2013,2013-09-13T12:00:00Z,14,-6,LGA,BUF,N744EV,EV
2013,2013-03-18T10:00:00Z,-5,1,JFK,ORD,N323JB,B6
2013,2013-09-22T20:00:00Z,-2,-4,EWR,DTW,N361NW,DL
2013,2013-04-23T10:00:00Z,-4,-10,EWR,MKE,N12567,EV
2013,2013-02-07T16:00:00Z,-5,-22,LGA,CLE,N723MQ,MQ
2013,2013-07-17T01:00:00Z,4,15,JFK,TPA,N640JB,B6
2013,2013-11-25T18:00:00Z,4,9,EWR,ATL,N989AT,DL
2013,2013-12-17T23:00:00Z,52,53,JFK,LAS,N517JB,B6
2013,2013-10-10T17:00:00Z,45,48,LGA,MDW,N234WN,WN
2013,2013-01-18T20:00:00Z,-11,-9,LGA,CMH,N722MQ,MQ
2013,2013-02-09T01:00:00Z,NA,NA,EWR,GSP,N48901,EV
2013,2013-10-11T17:00:00Z,18,4,LGA,MDW,N967WN,WN
2013,2013-07-10T14:00:00Z,-8,-15,LGA,CAK,N975AT,FL
2013,2013-04-19T18:00:00Z,77,80,EWR,MSN,N16951,EV
2013,2013-03-06T11:00:00Z,NA,NA,EWR,BWI,N277WN,WN
2013,2013-03-12T23:00:00Z,-6,-34,JFK,LAX,N711ZX,DL
2013,2013-03-12T11:00:00Z,-2,-14,EWR,SJU,N18112,UA
2013,2013-04-02T20:00:00Z,-7,-11,LGA,RDU,N713MQ,MQ
2013,2013-11-03T12:00:00Z,-6,-16,EWR,BOS,N460UA,UA
2013,2013-01-29T17:00:00Z,-2,-3,LGA,RDU,N722MQ,MQ
2013,2013-05-06T21:00:00Z,55,45,JFK,PWM,N238JB,B6
2013,2013-10-06T19:00:00Z,12,-4,EWR,CLT,N26141,EV
2013,2013-07-12T23:00:00Z,63,94,JFK,JAX,N930XJ,9E
2013,2013-03-27T18:00:00Z,115,105,EWR,TPA,N17133,UA
2013,2013-08-23T01:00:00Z,8,-17,EWR,BWI,N12967,EV
2013,2013-09-17T23:00:00Z,0,-6,JFK,LAS,N3771K,DL
2013,2013-11-01T17:00:00Z,-2,-4,EWR,CLT,N543UW,US
2013,2013-10-25T14:00:00Z,140,141,EWR,DTW,N14203,EV
2013,2013-09-01T01:00:00Z,-4,-28,JFK,SJU,N3750D,DL
2013,2013-03-23T20:00:00Z,-2,18,JFK,BNA,N601LR,9E
2013,2013-06-30T00:00:00Z,21,-4,JFK,PHL,N8970D,9E
2013,2013-04-15T18:00:00Z,18,40,EWR,MCI,N14180,EV
2013,2013-05-09T10:00:00Z,-5,-14,JFK,FLL,N644JB,B6
2013,2013-06-10T18:00:00Z,-5,-10,JFK,RDU,N822MQ,MQ
2013,2013-06-06T23:00:00Z,-3,17,JFK,MCO,N3736C,DL
2013,2013-06-27T13:00:00Z,-5,-2,LGA,FLL,N559JB,B6
2013,2013-10-31T23:00:00Z,-5,10,EWR,ATL,N14923,EV
2013,2013-04-11T13:00:00Z,14,6,EWR,STT,N17719,UA
2013,2013-03-21T10:00:00Z,-2,-8,LGA,MIA,N3AMAA,AA
2013,2013-02-23T11:00:00Z,-5,-18,EWR,MDW,N919WN,WN
2013,2013-12-16T19:00:00Z,3,-5,LGA,ATL,N972AT,FL
2013,2013-06-12T23:00:00Z,-2,-7,JFK,RDU,N830MQ,MQ
2013,2013-09-05T11:00:00Z,-5,-29,EWR,BNA,N969WN,WN
2013,2013-10-20T11:00:00Z,0,-10,EWR,BOS,N465UA,UA
2013,2013-02-15T17:00:00Z,1,-15,EWR,ORD,N17122,UA
2013,2013-11-05T00:00:00Z,-6,16,LGA,MEM,N369NB,DL
2013,2013-02-27T23:00:00Z,3,4,EWR,FLL,N76508,UA
2013,2013-04-02T16:00:00Z,-5,2,LGA,DCA,N737US,US
2013,2013-09-01T17:00:00Z,-6,-16,JFK,LGB,N517JB,B6
2013,2013-06-04T13:00:00Z,-10,-28,JFK,MIA,N5FEAA,AA
2013,2013-12-21T18:00:00Z,24,3,EWR,SFO,N76503,UA
2013,2013-08-04T15:00:00Z,-6,-45,LGA,MIA,N3BNAA,AA
2013,2013-08-07T00:00:00Z,-11,-37,LGA,CLE,N13123,EV
2013,2013-11-07T17:00:00Z,-3,3,JFK,SLC,N3750D,DL
2013,2013-03-27T21:00:00Z,-5,-15,JFK,LAS,N3FSAA,AA
2013,2013-12-24T18:00:00Z,-8,-8,EWR,ATL,N935AT,DL
2013,2013-02-09T20:00:00Z,-4,-2,EWR,CLT,N161UW,US
2013,2013-04-28T22:00:00Z,13,-4,JFK,FLL,N603JB,B6
2013,2013-05-14T00:00:00Z,-9,-4,EWR,GSO,N14904,EV
2013,2013-10-29T15:00:00Z,-9,22,EWR,LAX,N14228,UA
2013,2013-10-27T22:00:00Z,-7,-20,LGA,CMH,N516MQ,MQ
2013,2013-07-10T10:00:00Z,-5,-25,EWR,ATL,N304DQ,DL
2013,2013-06-04T12:00:00Z,-6,-13,EWR,OMA,N23139,EV
2013,2013-11-14T17:00:00Z,-10,-27,JFK,LAS,N634JB,B6
2013,2013-08-19T09:00:00Z,-2,3,EWR,CLT,N187US,US
2013,2013-12-22T13:00:00Z,58,75,JFK,MCO,N715JB,B6
2013,2013-12-13T00:00:00Z,45,12,JFK,SMF,N527JB,B6
2013,2013-11-16T15:00:00Z,NA,NA,LGA,BOS,NA,US
2013,2013-08-18T16:00:00Z,-1,-17,LGA,CLE,N725MQ,MQ
2013,2013-01-13T11:00:00Z,-3,-22,LGA,ATL,N687DL,DL
2013,2013-01-10T17:00:00Z,-6,-4,LGA,ATL,N675DL,DL
2013,2013-08-15T01:00:00Z,0,43,JFK,FLL,N583JB,B6
2013,2013-01-18T15:00:00Z,7,5,JFK,SFO,N639JB,B6
2013,2013-12-02T18:00:00Z,-7,-15,LGA,BOS,N957UW,US
2013,2013-03-29T22:00:00Z,-11,-22,EWR,CLT,N536UW,US
2013,2013-03-28T02:00:00Z,-2,-10,JFK,SYR,N629JB,B6
2013,2013-09-02T17:00:00Z,-4,38,EWR,ORD,N527MQ,MQ
2013,2013-03-16T14:00:00Z,-1,7,LGA,MSY,N312US,DL
2013,2013-03-12T11:00:00Z,-5,-5,EWR,DTW,N13992,EV
2013,2013-04-12T11:00:00Z,-2,-30,JFK,STT,N5FPAA,AA
2013,2013-02-14T12:00:00Z,148,143,EWR,ATL,N340NB,DL
2013,2013-10-30T17:00:00Z,-10,0,JFK,PHX,N665AW,US
2013,2013-10-15T20:00:00Z,-4,-13,EWR,ATL,N14916,EV
2013,2013-11-22T18:00:00Z,-4,-9,EWR,DFW,N4XWAA,AA
2013,2013-09-03T21:00:00Z,24,-14,EWR,HOU,N723SW,WN
2013,2013-07-03T01:00:00Z,60,67,LGA,MCO,N558JB,B6
2013,2013-10-23T15:00:00Z,-4,5,EWR,DTW,N934XJ,9E
2013,2013-05-31T15:00:00Z,-7,-23,EWR,MCO,N779JB,B6
2013,2013-04-10T20:00:00Z,NA,NA,JFK,PHL,NA,9E
2013,2013-05-07T19:00:00Z,7,6,EWR,TPA,N606JB,B6
2013,2013-11-23T11:00:00Z,-4,0,EWR,ATL,N29906,EV
2013,2013-09-26T20:00:00Z,-1,6,LGA,RDU,N724MQ,MQ
2013,2013-02-15T18:00:00Z,1,7,JFK,MCO,N657JB,B6
2013,2013-10-25T11:00:00Z,-5,-20,EWR,ATL,N329NB,DL
2013,2013-08-15T21:00:00Z,12,-9,LGA,CLT,N174US,US
2013,2013-02-17T18:00:00Z,7,-3,LGA,CLT,N509MQ,MQ
2013,2013-01-05T13:00:00Z,18,-9,EWR,MCO,N451UA,UA
2013,2013-10-24T20:00:00Z,16,-3,JFK,ORD,N909XJ,9E
2013,2013-01-05T16:00:00Z,5,-12,LGA,ATL,N923DL,DL
2013,2013-09-02T14:00:00Z,-6,-30,LGA,IAD,N825AS,EV
2013,2013-03-19T16:00:00Z,48,47,JFK,PBI,N635JB,B6
2013,2013-11-04T17:00:00Z,14,25,LGA,ATL,N997DL,DL
2013,2013-01-23T21:00:00Z,-11,-9,JFK,SFO,N843VA,VX
2013,2013-12-05T11:00:00Z,-4,-21,LGA,IAD,N826AS,EV
2013,2013-05-04T15:00:00Z,-7,-1,LGA,BNA,N5PBMQ,MQ
2013,2013-10-27T12:00:00Z,-5,-18,EWR,PIT,N16976,EV
2013,2013-07-29T13:00:00Z,-4,-11,EWR,SFO,N12218,UA
2013,2013-11-04T11:00:00Z,-1,-10,LGA,ORD,N4WNAA,AA
2013,2013-04-08T15:00:00Z,-1,8,LGA,MSP,N544MQ,MQ
2013,2013-04-17T10:00:00Z,26,11,EWR,DCA,N11164,EV
2013,2013-01-08T12:00:00Z,-5,-10,LGA,DCA,N754UW,US
2013,2013-08-18T13:00:00Z,-6,-38,EWR,LAX,N839VA,VX
2013,2013-11-16T10:00:00Z,2,-15,JFK,MIA,N5ELAA,AA
2013,2013-06-09T00:00:00Z,-6,-31,EWR,TUL,N17169,EV
2013,2013-02-27T02:00:00Z,-10,13,LGA,MCO,N565JB,B6
2013,2013-11-25T00:00:00Z,11,16,LGA,DCA,N961UW,US
2013,2013-03-10T12:00:00Z,-4,-14,LGA,RDU,N722MQ,MQ
2013,2013-07-23T17:00:00Z,0,-1,EWR,IAH,N73291,UA
2013,2013-10-04T20:00:00Z,14,-11,EWR,IAH,N17104,UA
2013,2013-03-03T00:00:00Z,-8,-46,JFK,LAX,N723TW,DL
2013,2013-02-09T01:00:00Z,NA,NA,LGA,TYS,NA,9E
2013,2013-07-09T17:00:00Z,74,139,LGA,ORD,N571AA,AA
2013,2013-08-18T19:00:00Z,-2,-22,JFK,LAX,N198DN,DL
2013,2013-05-28T16:00:00Z,-6,-6,JFK,BTV,N193JB,B6
2013,2013-10-29T21:00:00Z,-4,-1,LGA,CLT,N192UW,US
2013,2013-07-19T15:00:00Z,-2,2,EWR,MCO,N508JB,B6
2013,2013-06-28T22:00:00Z,126,133,LGA,MSY,N346NB,DL
2013,2013-06-17T18:00:00Z,33,52,JFK,CLE,N8808H,9E
2013,2013-10-09T00:00:00Z,-4,-34,JFK,LAX,N636VA,VX
2013,2013-05-08T01:00:00Z,-5,-65,JFK,LAX,N323AA,AA
2013,2013-02-10T15:00:00Z,9,-9,EWR,PBI,N536UA,UA
2013,2013-08-31T00:00:00Z,5,-31,JFK,DCA,N937XJ,9E
2013,2013-05-10T23:00:00Z,114,111,JFK,CLE,N8709A,9E
2013,2013-12-12T12:00:00Z,-5,-20,EWR,BNA,N212WN,WN
2013,2013-11-05T16:00:00Z,248,276,JFK,SLC,N3737C,DL
2013,2013-05-14T13:00:00Z,-7,-17,LGA,CHS,N604QX,EV
2013,2013-10-10T00:00:00Z,-6,0,JFK,BOS,N351JB,B6
2013,2013-02-03T23:00:00Z,-6,-6,EWR,CAE,N27962,EV
2013,2013-10-17T22:00:00Z,6,2,JFK,CHS,N8505Q,9E
2013,2013-09-16T22:00:00Z,-9,-16,JFK,BWI,N931MQ,MQ
2013,2013-12-04T12:00:00Z,-7,-22,EWR,BTV,N12136,EV
2013,2013-12-17T18:00:00Z,-5,-5,JFK,LAX,N319AA,AA
2013,2013-01-31T18:00:00Z,1,-4,EWR,ATL,N716EV,EV
2013,2013-07-06T20:00:00Z,-3,-39,LGA,MSP,N920DE,DL
2013,2013-07-10T14:00:00Z,13,14,EWR,SFO,N38473,UA
2013,2013-04-19T01:00:00Z,57,56,EWR,MHT,N19966,EV
2013,2013-09-25T19:00:00Z,-4,-4,JFK,SJU,N3769L,DL
2013,2013-05-01T21:00:00Z,-1,-23,JFK,PDX,N3772H,DL
2013,2013-11-06T15:00:00Z,-4,-7,EWR,ATL,N935AT,DL
2013,2013-12-01T11:00:00Z,-6,-20,EWR,CVG,N8674A,9E
2013,2013-01-09T19:00:00Z,-8,-9,LGA,DTW,N953DL,DL
2013,2013-11-25T21:00:00Z,-8,-13,JFK,BOS,N184JB,B6
2013,2013-04-28T20:00:00Z,-1,-25,EWR,LAS,N34455,UA
2013,2013-06-02T22:00:00Z,162,167,LGA,CLE,N542MQ,MQ
2013,2013-07-09T20:00:00Z,57,101,JFK,BNA,N605MQ,MQ
2013,2013-04-05T12:00:00Z,-6,1,EWR,CLT,N662AW,US
2013,2013-03-07T23:00:00Z,166,169,EWR,GRR,N14952,EV
2013,2013-10-08T12:00:00Z,-3,-30,JFK,HOU,N238JB,B6
2013,2013-07-26T16:00:00Z,22,18,EWR,MCO,N760JB,B6
2013,2013-09-04T17:00:00Z,-3,-13,EWR,CLT,N117UW,US
2013,2013-06-19T11:00:00Z,-8,-30,LGA,ORD,N427UA,UA
2013,2013-12-16T20:00:00Z,7,12,JFK,SEA,N624AG,DL
2013,2013-06-16T12:00:00Z,-3,-11,EWR,MSP,N324NB,DL
2013,2013-12-20T21:00:00Z,54,35,LGA,IAD,N502MJ,YV
2013,2013-01-18T00:00:00Z,5,13,JFK,TPA,N3FWAA,AA
2013,2013-12-19T15:00:00Z,0,14,EWR,PHX,N680AW,US
2013,2013-08-30T12:00:00Z,-7,0,LGA,BOS,N947UW,US
2013,2013-11-11T12:00:00Z,-7,-6,LGA,DCA,N760US,US
2013,2013-04-14T00:00:00Z,-6,-21,EWR,BOS,N267JB,B6
2013,2013-07-14T22:00:00Z,0,-15,LGA,ATL,N664DN,DL
2013,2013-10-21T11:00:00Z,-2,-13,EWR,DEN,N854UA,UA
2013,2013-04-29T10:00:00Z,-4,-16,EWR,MDW,N725SW,WN
2013,2013-11-27T15:00:00Z,0,-13,JFK,LAS,N768JB,B6
2013,2013-07-01T11:00:00Z,-2,-9,EWR,ALB,N14991,EV
2013,2013-07-03T14:00:00Z,-7,-22,EWR,PHX,N604AW,US
2013,2013-03-17T21:00:00Z,24,50,EWR,LAX,N57852,UA
2013,2013-03-05T16:00:00Z,2,-22,EWR,LAS,N37408,UA
2013,2013-07-20T19:00:00Z,57,87,EWR,ATL,N709EV,EV
2013,2013-02-27T15:00:00Z,NA,NA,LGA,DTW,N0EGMQ,MQ
2013,2013-07-10T17:00:00Z,0,-6,EWR,IAH,N24224,UA
2013,2013-11-22T11:00:00Z,-3,-9,EWR,CVG,N8938A,9E
2013,2013-06-16T10:00:00Z,-5,-10,EWR,DEN,N564UA,UA
2013,2013-05-11T13:00:00Z,33,29,LGA,DFW,N4YLAA,AA
2013,2013-06-27T20:00:00Z,-2,8,LGA,MSP,N924DL,DL
2013,2013-01-23T15:00:00Z,-13,-24,EWR,FLL,N746JB,B6
2013,2013-08-20T15:00:00Z,-5,-20,JFK,LAX,N595UA,UA
2013,2013-01-24T20:00:00Z,9,22,JFK,BWI,N8409N,9E
2013,2013-12-05T15:00:00Z,333,334,EWR,BNA,N13958,EV
2013,2013-04-25T10:00:00Z,-6,4,EWR,CMH,N13958,EV
2013,2013-11-07T16:00:00Z,54,NA,LGA,MSP,N923DL,DL
