total_cup_points,species,owner,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,producer,processing_method2,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
80.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,2,lbs,3,kona,NA,Natural / Dry,Specialty Coffee Association,2011,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0.13,0,0,Bluish-Green,6,"December 20th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
80.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,hand peeled,宸嶧國際,1,kg,160,taiwan,唐權盛,Other,Blossom Valley International,2016,"August 12th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,0,0,0,Green,1,"August 12th, 2017",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,NA,NA,NA
80.67,Arabica,aulia arif syahri,Indonesia,darmawi,surbakti / pt.olam indonesia,pt. olam indonesia,30,kg,200,sumatra brastagi,Surbakti,Semi-washed / Semi-pulped,Specialty Coffee Association,2015,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,0.13,0,0,Blue-Green,1,"November 9th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200,1500,1350
80.67,Arabica,juan luis alvarado romero,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",60,kg,150,antigua,FINCA MEDINA,Washed / Wet,Asociacion Nacional Del Café,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,0.11,0,0,Green,0,"October 22nd, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500,1500,1500
80.67,Arabica,"ceca, s.a.",Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",1,kg,240,tarrazu,Martin Gutierrez,Washed / Wet,Specialty Coffee Association of Costa Rica,2015,"February 27th, 2015","CECA, S.A.",Caturra,Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,0.11,0,0,Blue-Green,4,"February 27th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,185,185,185
80.67,Arabica,afca,Malawi,makoka valley estate,r.w.j. wallace ltd,r.w.j wallace ltd,60,kg,100,southern- zomba,R.W.J. Wallace Ltd,Washed / Wet,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,0.12,0,0,Bluish-Green,1,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,990,1000,995
80.67,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",corta pico balbino ramirez,cafe don balbino s.c. de r.l. de c.v.,1,kg,20,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,Washed / Wet,AMECAFE,2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,0.12,0,0,Green,4,"October 23rd, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1200,1200
80.67,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,trilladora agricola,ecom cca sa,70,kg,250,santander,NA,Natural / Dry,Almacafé,2014,"April 14th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,0,0,0,NA,1,"April 14th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550,1550,1550
80.67,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,humedo: finca santo tomas pachuj y seco: beneficio palinsa,"finca santo tomas pachuj, guatemala",69,kg,250,"san lucas toliman, solola","PACHUJ, S.A",Washed / Wet,Asociacion Nacional Del Café,2013,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,0.12,0,0,Green,5,"June 5th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1550,1550,1550
80.67,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,NA,"unex guatemala, s.a.",1,kg,250,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,Washed / Wet,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,0.11,0,0,Green,2,"January 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
80.67,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,Washed / Wet,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,0.11,0,0,Green,3,"January 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
80.58,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,burka coffee estates,burka coffee estate,60,kg,10,arusha,Burka Coffee Estates,Washed / Wet,Africa Fine Coffee Association,2014,"January 6th, 2015",Burka Coffee Estate,Other,Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,0.12,0,0,Bluish-Green,1,"January 6th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400,1400,1400
80.58,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,300,south of minas,Ipanema Agrícola SA,Semi-washed / Semi-pulped,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,0,0,0,Green,3,"October 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200,1200,1200
80.58,Arabica,beneficio santa rosa,Honduras,bsr,beneficio santa rosa s.a.,beneficio santa rosa s.a.,69,kg,275,occidental,BSR,Washed / Wet,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,0.11,0,0,Green,5,"April 30th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
80.58,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,BYRON ALONZO SOLIS,Natural / Dry,Asociacion Nacional Del Café,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,0.11,0,0,Green,5,"January 28th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1383.792,1383.792,1383.792
80.5,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,non,王秋金,5,kg,20,taiwan,王秋金,Natural / Dry,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,0,0,0,Blue-Green,0,"December 8th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,50,50,50
80.5,Arabica,juan luis alvarado romero,Guatemala,el guayabo,el guayabo,"peter schoelfeld, s.a",69,kg,275,santa rosa,EDWIN MUÑOZ,Washed / Wet,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,0.1,0,0,Green,4,"September 8th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500,1500,1500
80.5,Arabica,janny marlith torres,Honduras,la bendicion,en cortado beneficiado y secado por el productor,coffee planet corporation s.a,69,kg,15,ocotepeque,Jorge Alfredo Pinto,Washed / Wet,Instituto Hondureño del Café,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,0.11,0,0,Green,5,"August 23rd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1650,1650,1650
80.5,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,internacional armazens gerais,bourbon specialty coffees,60,kg,300,vale da grama,Lindolpho de Carvalho Dias,Semi-washed / Semi-pulped,Brazil Specialty Coffee Association,2015/2016,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,0.11,0,0,Green,3,"November 16th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1250,1250,1250
80.5,Arabica,shwe yin mar coffee,Myanmar,mixed,shwe yin mar,shwe yin mar coffee,2,kg,1,pyin oo lwin,Shwe Yin Mar,Washed / Wet,Coffee Quality Institute,2015,"July 17th, 2015",Shwe Yin Mar Coffee,Other,Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,0,0,0,Green,2,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,3800,3800,3800
80.5,Arabica,juan luis alvarado romero,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,275,oriente,VARIOS,Washed / Wet,Asociacion Nacional Del Café,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,Other,Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,0.11,0,0,Green,3,"April 23rd, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
80.5,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,carapina armazens gerais,exportadora de cafés carmo de minas ltda,60,kg,300,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,Semi-washed / Semi-pulped,Specialty Coffee Association,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,0.1,0,0,None,10,"April 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250,1250,1250
80.5,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,10,kona,NA,Natural / Dry,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,0.11,1,0,Green,0,"February 4th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
80.5,Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,beneficio exportacafe agua santa,exportcafe,1,kg,250,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,Washed / Wet,Asociacion Nacional Del Café,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,0.12,1,0,Green,1,"February 13th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1859.28,1859.28,1859.28
80.5,Arabica,israel eduardo paz garcia,Mexico,peña negra,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,18,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,Washed / Wet,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,0.15,0,0,None,1,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1450,1450,1450
80.42,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,春風咖啡,宸嶧國際,60,kg,10,南投國姓,曾林春英,Washed / Wet,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,0.14,0,0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,600,600,600
80.42,Arabica,lusso lab,El Salvador,finca la fany,NA,lusso coffee lab,2,kg,2,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",Washed / Wet,Specialty Coffee Association,2013,"April 26th, 2014",LUSSO LAB,Bourbon,Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,0,0,0,Green,1,"April 26th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1450,1450,1450
80.42,Arabica,adam ciruli ye,China,alicia's farm,alicia's farm,yunnan new century tech inc.,2,kg,1,yunnan,Alicia's Farm,Washed / Wet,Specialty Coffee Association,2013,"January 17th, 2014",Adam Ciruli Ye,Other,Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,0.17,0,0,Green,14,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700,1700,1700
80.42,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡,guoxing farm coffee 國姓農場咖啡,blossom valley宸嶧國際,30,kg,10,nantou,Huang san lang 黃三郎,Washed / Wet,"Blossom Valley International
",2013/2014,"December 26th, 2013
","CQI Taiwan ICP CQI台灣合作夥伴
",Typica,Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014","Blossom Valley International
",09e3c859cac41901d54f4bd36cce80d19c9272f5,94828eb00127a1563ed640ea428f42f3313b182d,m,600,600,600
80.42,Arabica,alfredo bojalil,Mexico,copalita,amsa oaxaca,ecomtrading,1,kg,250,pochutla,CARLOS ALBERTO GOMEZ,Washed / Wet,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,0.1,2,0,Green,4,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1050,1050,1050
80.42,Arabica,armando luis pohlenz martinez,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1,kg,250,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,Washed / Wet,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,0.12,4,0,Green,16,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550,1550,1550
80.33,Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,NA,delfina farm,60,kg,10,mkuu rombo,Delfina Leon Shine,Washed / Wet,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Delfina Leon Shine,Bourbon,Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,0.13,0,0,Green,5,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
80.33,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,kongoni estate,kongoni estate,60,kg,1,arusha,Kongoni Estate,Washed / Wet,Africa Fine Coffee Association,2014,"December 18th, 2014",Kongoni Estate,Other,Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,0.12,0,0,Bluish-Green,5,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,NA,NA,NA
80.33,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,tokoffee莊園,blossom valley宸嶧國際,30,kg,10,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,Other,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,600,600,600
80.33,Arabica,juan luis alvarado romero,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,AGRIPEC DE LA VEGA Y CIA.,Washed / Wet,Asociacion Nacional Del Café,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0.11,1,0,Green,4,"June 6th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
80.33,Arabica,miguel cortes moreno,Mexico,NA,"comunidad de sacún palma, municipio de chilón, chiapas",estrategias constructivas corzu s.a. de c.v.,1,kg,10,chilón,ARMANDO GUTIERREZ GUZMAN,Semi-washed / Semi-pulped,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,0.11,0,0,Green,21,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,940,940,940
80.33,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,cqi,100,lbs,10,kona,NA,Washed / Wet,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0.12,5,0,Green,7,"February 7th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
80.25,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,copag - varginha - mg,volcafe ltda.,59,kg,440,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,Natural / Dry,Brazil Specialty Coffee Association,2017 / 2018,"November 3rd, 2017",Volcafe Ltda. - Brasil,Catuai,Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,0.11,0,1,Green,1,"November 3rd, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,995,995,995
80.25,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v.,cigrah s.a de c.v,69,kg,275,comayagua,Yamilet Lope,Natural / Dry,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,0.1,0,0,Green,4,"April 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
80.25,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,café don balbino,cafe don balbino s.c. de r.l. de c.v.,69,kg,60,sierra madre occidental,Balbino Ramirez Flores,Washed / Wet,Centro Agroecológico del Café A.C.,2016,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,0.1,0,0,Green,2,"April 26th, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1600,1600,1600
80.25,Arabica,bob mccauley,Myanmar,waylead farms,green beans,"waylead industrial co, ltd.",2,kg,2,"yauk sauk, shan state","Waylead Co, Ltd",Natural / Dry,Specialty Coffee Association,2015,"August 27th, 2015",Bob McCauley,Other,Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0.11,1,0,Green,26,"August 26th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,914.4,914.4,914.4
80.25,Arabica,u htun htun,Myanmar,thein kone,NA,NA,2,kg,1,ywar ngan,U Htun Htun,Natural / Dry,Coffee Quality Institute,2014,"July 17th, 2015",U Htun Htun,Catuai,Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,0,0,0,Green,1,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,4287,4287,4287
80.25,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,"beneficio matagalpa coffee group, s.a.",zeas escobar y compañía limitada,69,kg,275,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,Washed / Wet,Asociación de Cafés Especiales de Nicaragua,2015,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Caturra,Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0.11,0,0,Green,2,"February 20th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,900,900,900
80.25,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,2,kona,NA,Natural / Dry,Specialty Coffee Association,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12,4,0,Green,13,"March 3rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
80.25,Arabica,honor dela fuente,Colombia,NA,NA,costco wholesale industries,2,kg,1,NA,NA,Washed / Wet,Specialty Coffee Association,2012,"January 8th, 2014",Honor dela Fuente,Typica,Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,0,0,Green,0,"January 8th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
80.25,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,weng hui ling 翁惠鈴,blossom valley宸嶧國際,30,kg,5,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,Semi-washed / Semi-pulped,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,700,700,700
80.25,Arabica,the coffee source inc.,Guatemala,several,ixchel,the coffee source inc.,1,kg,250,oriente,UNEX,Washed / Wet,Specialty Coffee Association,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,0.11,1,0,Green,12,"January 9th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400,1400,1400
80.25,Arabica,saul m. hernandez ramirez,Mexico,mirador,en coyula,NA,1,kg,10,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",Washed / Wet,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,0.11,2,0,None,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,808,808,808
80.17,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,yes,"sunvirtue co., ltd.",2,kg,1,dala,"Yeh, Li Chuan",Other,Specialty Coffee Association,2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,0,0,0,NA,2,"May 9th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550,1550,1550
